Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
USE,110.826,-69.2787,-51.933,USE-9,COP_ELK_ONO_TAT_WIG_NEW,COP-USE_ELK-USE_ONO-USE_TAT-USE_USE-WIG_NEW-USE,COP-USE-9_ELK-USE-9_ONO-USE-9_TAT-USE-9_USE-WIG-9_NEW-USE-10,COP-9_ELK-9_ONO-9_TAT-9_WIG-9_NEW-10,0,outer,right
TOY,-81.907,36.139,62.675,TOY-7_TOY-5,ADO_DUB_JOB_EON,ADO-TOY_DUB-TOY_JOB-TOY_EON-TOY,ADO-TOY-5_DUB-TOY-5_JOB-TOY-5_EON-TOY-7,ADO-5_DUB-5_JOB-5_EON-7,0,outer,left
BAR,37.0725,-113.107,-65.0402,BAR-9_BAR-4,CUP_FLU_DOG_AGE_SIR_ONO,BAR-CUP_BAR-FLU_BAR-DOG_AGE-BAR_BAR-SIR_BAR-ONO,BAR-CUP-4_BAR-FLU-4_BAR-DOG-9_AGE-BAR-9_BAR-SIR-9_BAR-ONO-9,CUP-4_FLU-4_DOG-9_AGE-9_SIR-9_ONO-9,0,outer,right
DUI,-53.3098,106.937,-7.79611,DUI-2,HIT_TUB,DUI-HIT_DUI-TUB,DUI-HIT-2_DUI-TUB-2,HIT-2_TUB-2,0,inner,left
DIG,-82.8864,110.24,-11.5465,DIG-2,HIT_TUB_JOY,DIG-HIT_DIG-TUB_DIG-JOY,DIG-HIT-2_DIG-TUB-2_DIG-JOY-2,HIT-2_TUB-2_JOY-1,0,outer,left
AIR,35.4151,75.9945,58.073,AIR-11,GIG_ODD_MAC_FAX_FIX,AIR-GIG_AIR-ODD_AIR-MAC_AIR-FAX_AIR-FIX,AIR-GIG-11_AIR-ODD-11_AIR-MAC-11_AIR-FAX-11_AIR-FIX-11,GIG-11_ODD-11_MAC-11_FAX-11_FIX-11,0,outer,right
AIM,-91.8209,-87.0267,-97.5765,AIM-3,LID_EGO_WAX_MIX,AIM-LID_AIM-EGO_AIM-WAX_AIM-MIX,AIM-LID-3_AIM-EGO-3_AIM-WAX-3_AIM-MIX-3,LID-3_EGO-3_WAX-3_MIX-3,1,outer,left
ERA,-14.5776,13.293,68.9337,ERA-6_ERA-14_ERA-7,RIB_AHI,ERA-RIB_AHI-ERA,ERA-RIB-14_AHI-ERA-7,RIB-14_AHI-7,0,inner,left
CAB,123.699,26.3504,-41.2349,CAB-10,AMP_ROB_DAD_OAK_GET_SEX_YAY,AMP-CAB_CAB-ROB_CAB-DAD_CAB-OAK_CAB-GET_CAB-SEX_CAB-YAY,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8,1,inner,right
VAN,-17.5068,-118.689,-78.0391,VAN-4,BOX_FLU_GYM_HUG_PAW,BOX-VAN_FLU-VAN_GYM-VAN_HUG-VAN_PAW-VAN,BOX-VAN-4_FLU-VAN-4_GYM-VAN-4_HUG-VAN-4_PAW-VAN-4,BOX-4_FLU-4_GYM-4_HUG-4_PAW-4,0,outer,left
BAM,40.1671,77.1073,-76.1155,BAM-8,BAH_JAR_YAY_HAY_ETA_WIN_CIS,BAH-BAM_BAM-JAR_BAM-YAY_BAM-HAY_BAM-ETA_BAM-WIN_BAM-CIS,BAH-BAM-8_BAM-JAR-8_BAM-YAY-8_BAM-HAY-8_BAM-ETA-8_BAM-WIN-8_BAM-CIS-8,BAH-8_JAR-8_YAY-8_HAY-8_ETA-8_WIN-8_CIS-2,1,inner,right
BAH,20.7816,107.672,-74.0317,BAH-8_BAH-2,CIS_BOY_WIN_BAM,BAH-CIS_BAH-BOY_BAH-WIN_BAH-BAM,BAH-CIS-2_BAH-BOY-2_BAH-WIN-8_BAH-BAM-8,CIS-2_BOY-2_WIN-8_BAM-8,0,outer,right
HIP,143.387,-27.5375,-10.4104,HIP-10,FOR_GET_SAD_WOW_NEW,FOR-HIP_GET-HIP_HIP-SAD_HIP-WOW_HIP-NEW,FOR-HIP-10_GET-HIP-10_HIP-SAD-10_HIP-WOW-10_HIP-NEW-10,FOR-10_GET-10_SAD-10_WOW-10_NEW-10,0,outer,right
BIO,-108.203,68.1044,-13.1486,BIO-1,ARM_JOY_NOM_RAD,ARM-BIO_BIO-JOY_BIO-NOM_BIO-RAD,ARM-BIO-1_BIO-JOY-1_BIO-NOM-1_BIO-RAD-1,ARM-1_JOY-1_NOM-1_RAD-1,0,outer,left
FAX,58.5537,54.3467,68.2163,FAX-11,AIR_COW_ZOO_LIE_EVE,AIR-FAX_COW-FAX_FAX-ZOO_FAX-LIE_EVE-FAX,AIR-FAX-11_COW-FAX-11_FAX-ZOO-11_FAX-LIE-11_EVE-FAX-14,AIR-11_COW-11_ZOO-11_LIE-11_EVE-14,0,outer,right
HIT,-66.9737,107.68,18.3053,HIT-7_HIT-2,DIG_DUI_SUN_NOM_ACE_BRO,DIG-HIT_DUI-HIT_HIT-SUN_HIT-NOM_ACE-HIT_BRO-HIT,DIG-HIT-2_DUI-HIT-2_HIT-SUN-7_HIT-NOM-7_ACE-HIT-7_BRO-HIT-7,DIG-2_DUI-2_SUN-7_NOM-7_ACE-7_BRO-7,0,outer,left
ONO,71.9762,-93.4907,-64.9169,ONO-9,BAR_KIT_SIR_USE_TAT,BAR-ONO_KIT-ONO_ONO-SIR_ONO-USE_ONO-TAT,BAR-ONO-9_KIT-ONO-9_ONO-SIR-9_ONO-USE-9_ONO-TAT-9,BAR-9_KIT-9_SIR-9_USE-9_TAT-9,1,outer,right
GYM,-45.935,-104.76,-63.7662,GYM-4_GYM-3,OAR_LID_VAN_HUG,GYM-OAR_GYM-LID_GYM-VAN_GYM-HUG,GYM-OAR-3_GYM-LID-3_GYM-VAN-4_GYM-HUG-4,OAR-3_LID-3_VAN-4_HUG-4,0,inner,left
GAS,16.3616,109.893,20.1956,GAS-11,ODD_LUG_EYE_TUX,GAS-ODD_GAS-LUG_EYE-GAS_GAS-TUX,GAS-ODD-11_GAS-LUG-11_EYE-GAS-7_GAS-TUX-11,ODD-11_LUG-11_EYE-7_TUX-8,0,outer,right
POP,-18.3501,85.5261,54.2084,POP-7,ACE_EON_EYE_MAC_YES,ACE-POP_EON-POP_EYE-POP_MAC-POP_POP-YES,ACE-POP-7_EON-POP-7_EYE-POP-7_MAC-POP-7_POP-YES-7,ACE-7_EON-7_EYE-7_MAC-7_YES-7,0,outer,left
GAL,-125.436,22.8353,-7.1602,GAL-1,ELF_PIE_WAR_RAD,ELF-GAL_GAL-PIE_GAL-WAR_GAL-RAD,ELF-GAL-1_GAL-PIE-1_GAL-WAR-1_GAL-RAD-1,ELF-1_PIE-1_WAR-1_RAD-1,0,outer,left
FAN,-51.9219,-59.449,60.3369,FAN-6,MOP_ZZZ_FUN,FAN-MOP_FAN-ZZZ_FAN-FUN,FAN-MOP-6_FAN-ZZZ-6_FAN-FUN-6,MOP-6_ZZZ-6_FUN-5,0,outer,left
SOY,-2.45749,-26.5397,72.2218,SOY-6,DUH_RIB,DUH-SOY_RIB-SOY,DUH-SOY-6_RIB-SOY-6,DUH-6_RIB-6,0,inner,mid
EAR,110.043,47.8065,32.2519,EAR-10_EAR-11,GEL_ZOO,EAR-GEL_EAR-ZOO,EAR-ZOO-11_EAR-GEL-10,ZOO-11_GEL-10,0,inner,right
DAY,-26.2094,-97.9381,-26.3301,DAY-4,SAY,DAY-SAY,DAY-SAY-4,SAY-4,0,inner,left
DAD,148.166,21.5676,5.27281,DAD-10,CAB_GET_OAK_MOO,CAB-DAD_DAD-GET_DAD-OAK_DAD-MOO,CAB-DAD-10_DAD-GET-10_DAD-OAK-10_DAD-MOO-10,CAB-10_GET-10_OAK-10_MOO-10,0,inner,right
GOO,120.983,-49.5455,34.7087,GOO-13_GOO-12_GOO-10,ALL_FIG,ALL-GOO_FIG-GOO,ALL-GOO-10_FIG-GOO-12,ALL-10_FIG-12,0,inner,right
FRO,-93.0581,110.619,-72.5067,FRO-1,RAW_WHO_ASK,FRO-RAW_FRO-WHO_ASK-FRO,FRO-RAW-1_FRO-WHO-1_ASK-FRO-2,RAW-1_WHO-1_ASK-2,0,outer,left
ICE,2.79932,-110.525,20.644,ICE-6_ICE-4,SAY_HAM_MAD,ICE-SAY_HAM-ICE_ICE-MAD,ICE-SAY-4_HAM-ICE-6_ICE-MAD-6,SAY-4_HAM-6_MAD-12,0,outer,mid
HOW,-118.846,3.12787,8.08437,HOW-5_HOW-1,PIE_BOA,HOW-PIE_BOA-HOW,HOW-PIE-1_BOA-HOW-5,PIE-1_BOA-5,0,inner,left
HOT,104.006,1.93307,72.3075,HOT-13,PRO_JAM_OLD_LIE,HOT-PRO_HOT-JAM_HOT-OLD_HOT-LIE,HOT-PRO-13_HOT-JAM-13_HOT-OLD-13_HOT-LIE-13,PRO-13_JAM-13_OLD-13_LIE-13,0,outer,right
IRE,3.53224,37.0333,81.9744,IRE-14_IRE-7,AHI_MAC_EVE_RIB,AHI-IRE_IRE-MAC_EVE-IRE_IRE-RIB,EVE-IRE-14_IRE-RIB-14_AHI-IRE-7_IRE-MAC-7,EVE-14_RIB-14_AHI-7_MAC-7,0,outer,mid
NAN,-22.162,-59.4703,45.5336,NAN-6,MOP_ZZZ,MOP-NAN_NAN-ZZZ,MOP-NAN-6_NAN-ZZZ-6,MOP-6_ZZZ-6,0,inner,left
ART,65.3143,-93.6394,28.6163,ART-12,FIG_ASH_MAD_KIT,ART-FIG_ART-ASH_ART-MAD_ART-KIT,ART-FIG-12_ART-ASH-12_ART-MAD-12_ART-KIT-12,FIG-12_ASH-12_MAD-12_KIT-9,0,outer,right
HAY,72.3137,84.2925,-62.5403,HAY-8,BAM_JAR_WIN_YAY_SAW,BAM-HAY_HAY-JAR_HAY-WIN_HAY-YAY_HAY-SAW,BAM-HAY-8_HAY-JAR-8_HAY-WIN-8_HAY-YAY-8_HAY-SAW-8,BAM-8_JAR-8_WIN-8_YAY-8_SAW-8,1,outer,right
ARM,-101.184,67.8147,21.9638,ARM-1,ELF_BIO_DUB_BRO,ARM-ELF_ARM-BIO_ARM-DUB_ARM-BRO,ARM-ELF-1_ARM-BIO-1_ARM-DUB-1_ARM-BRO-1,ELF-1_BIO-1_DUB-1_BRO-7,0,outer,left
