module,distinct_receivernodes,recievers_overall,bars_remaining,jumps,groundnode_utilization,num_alternative_startnodes,mapping_name,filenamestr
2,6,6,0,0,1,0,mapping_10245,possible_mappings_2016/160810_5/M2_R6_6_B0_J0_G1_232204_A0_mapping_10245.json
2,6,6,2,0,0,0,mapping_10512,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G0_232204_A0_mapping_10512.json
2,6,6,3,0,2,0,mapping_10551,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232204_A0_mapping_10551.json
2,6,6,3,0,2,0,mapping_10858,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232205_A0_mapping_10858.json
2,6,6,1,0,0,0,mapping_11022,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G0_232205_A0_mapping_11022.json
2,6,6,3,0,1,0,mapping_11573,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232206_A0_mapping_11573.json
2,6,6,3,0,1,0,mapping_11585,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232206_A0_mapping_11585.json
2,6,6,3,0,1,0,mapping_12003,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232206_A0_mapping_12003.json
2,6,6,3,0,0,0,mapping_12158,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232206_A0_mapping_12158.json
2,6,6,1,0,2,0,mapping_12294,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G2_232206_A0_mapping_12294.json
2,5,6,3,0,1,0,mapping_12316,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232207_A0_mapping_12316.json
2,6,6,3,0,1,0,mapping_12731,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232207_A0_mapping_12731.json
2,6,6,3,0,1,0,mapping_13010,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232207_A0_mapping_13010.json
2,6,6,3,0,1,0,mapping_13340,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232208_A0_mapping_13340.json
2,6,6,3,0,0,0,mapping_13455,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232208_A0_mapping_13455.json
2,6,6,3,0,1,0,mapping_13707,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232208_A0_mapping_13707.json
2,6,6,3,0,1,0,mapping_14041,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232209_A0_mapping_14041.json
2,6,6,3,0,1,0,mapping_14221,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232209_A0_mapping_14221.json
2,6,6,3,0,0,0,mapping_14328,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232209_A0_mapping_14328.json
2,5,6,3,0,0,0,mapping_15552,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G0_232210_A0_mapping_15552.json
2,6,6,2,0,1,0,mapping_15878,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G1_232211_A0_mapping_15878.json
2,6,6,3,0,0,0,mapping_16601,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232211_A0_mapping_16601.json
2,6,6,2,0,1,0,mapping_16770,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G1_232212_A0_mapping_16770.json
2,6,6,3,0,1,0,mapping_16797,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232212_A0_mapping_16797.json
2,6,6,3,0,1,0,mapping_16849,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232212_A0_mapping_16849.json
2,5,6,3,0,1,0,mapping_16936,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232212_A0_mapping_16936.json
2,6,6,3,0,1,0,mapping_17018,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232212_A0_mapping_17018.json
2,6,6,1,0,1,0,mapping_17234,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232212_A0_mapping_17234.json
2,6,6,0,0,1,0,mapping_17531,possible_mappings_2016/160810_5/M2_R6_6_B0_J0_G1_232213_A0_mapping_17531.json
2,6,6,2,0,0,0,mapping_17541,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G0_232213_A0_mapping_17541.json
2,6,6,2,0,1,0,mapping_17694,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G1_232213_A0_mapping_17694.json
2,6,6,3,0,1,0,mapping_17915,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232213_A0_mapping_17915.json
2,6,6,2,0,0,0,mapping_18035,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G0_232213_A0_mapping_18035.json
2,6,6,3,0,2,0,mapping_18038,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232213_A0_mapping_18038.json
2,6,6,3,0,1,0,mapping_18619,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232214_A0_mapping_18619.json
2,6,6,1,0,1,0,mapping_18945,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232214_A0_mapping_18945.json
2,5,6,3,0,1,0,mapping_19032,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232214_A0_mapping_19032.json
2,6,6,2,0,2,0,mapping_19163,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G2_232215_A0_mapping_19163.json
2,6,6,3,0,2,0,mapping_19744,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232215_A0_mapping_19744.json
2,6,6,3,0,2,0,mapping_20515,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232216_A0_mapping_20515.json
2,5,6,2,0,1,0,mapping_20523,possible_mappings_2016/160810_5/M2_R5_6_B2_J0_G1_232216_A0_mapping_20523.json
2,6,6,3,0,2,0,mapping_20567,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232216_A0_mapping_20567.json
2,5,6,3,0,0,0,mapping_20620,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G0_232216_A0_mapping_20620.json
2,6,6,3,0,2,0,mapping_20914,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232217_A0_mapping_20914.json
2,5,6,1,0,1,0,mapping_21333,possible_mappings_2016/160810_5/M2_R5_6_B1_J0_G1_232217_A0_mapping_21333.json
2,5,6,1,0,0,0,mapping_21419,possible_mappings_2016/160810_5/M2_R5_6_B1_J0_G0_232217_A0_mapping_21419.json
2,6,6,3,0,1,0,mapping_21597,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232217_A0_mapping_21597.json
2,5,6,2,0,1,0,mapping_21655,possible_mappings_2016/160810_5/M2_R5_6_B2_J0_G1_232217_A0_mapping_21655.json
2,6,6,3,0,0,0,mapping_21921,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232218_A0_mapping_21921.json
2,6,6,3,0,2,0,mapping_21982,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232218_A0_mapping_21982.json
2,4,6,3,0,1,0,mapping_22213,possible_mappings_2016/160810_5/M2_R4_6_B3_J0_G1_232218_A0_mapping_22213.json
2,6,6,3,0,1,0,mapping_22537,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232219_A0_mapping_22537.json
2,6,6,3,0,1,0,mapping_22641,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232219_A0_mapping_22641.json
2,6,6,3,0,2,0,mapping_23066,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232219_A0_mapping_23066.json
2,6,6,3,0,0,0,mapping_23182,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232219_A0_mapping_23182.json
2,5,6,3,0,1,0,mapping_23349,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232219_A0_mapping_23349.json
2,6,6,3,0,2,0,mapping_23423,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G2_232220_A0_mapping_23423.json
2,6,6,2,0,2,0,mapping_23696,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G2_232220_A0_mapping_23696.json
2,6,6,3,0,1,0,mapping_23800,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232220_A0_mapping_23800.json
2,6,6,3,0,0,0,mapping_24149,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232220_A0_mapping_24149.json
2,6,6,3,0,1,0,mapping_24210,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232221_A0_mapping_24210.json
2,5,6,3,0,1,0,mapping_24590,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232221_A0_mapping_24590.json
2,6,6,1,0,1,0,mapping_24622,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232221_A0_mapping_24622.json
2,6,6,3,0,1,0,mapping_24801,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232221_A0_mapping_24801.json
2,6,6,3,0,1,0,mapping_25036,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232222_A0_mapping_25036.json
2,5,6,3,0,1,0,mapping_25401,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232222_A0_mapping_25401.json
2,6,6,1,0,1,0,mapping_25606,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232222_A0_mapping_25606.json
2,6,6,3,0,1,0,mapping_25919,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232223_A0_mapping_25919.json
2,5,6,3,0,1,0,mapping_26036,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G1_232223_A0_mapping_26036.json
2,6,6,1,0,1,0,mapping_26070,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232223_A0_mapping_26070.json
2,6,6,3,0,1,0,mapping_26257,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232223_A0_mapping_26257.json
2,6,6,2,0,0,0,mapping_26491,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G0_232223_A0_mapping_26491.json
2,5,6,1,0,0,0,mapping_26631,possible_mappings_2016/160810_5/M2_R5_6_B1_J0_G0_232223_A0_mapping_26631.json
2,5,6,2,0,2,0,mapping_27628,possible_mappings_2016/160810_5/M2_R5_6_B2_J0_G2_232225_A0_mapping_27628.json
2,5,6,3,0,2,0,mapping_28246,possible_mappings_2016/160810_5/M2_R5_6_B3_J0_G2_232225_A0_mapping_28246.json
2,6,6,3,0,1,0,mapping_28647,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G1_232226_A0_mapping_28647.json
2,6,6,1,0,2,0,mapping_28904,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G2_232226_A0_mapping_28904.json
2,6,6,2,0,1,0,mapping_28910,possible_mappings_2016/160810_5/M2_R6_6_B2_J0_G1_232226_A0_mapping_28910.json
2,6,6,1,0,1,0,mapping_29158,possible_mappings_2016/160810_5/M2_R6_6_B1_J0_G1_232226_A0_mapping_29158.json
2,6,6,3,0,0,0,mapping_29225,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232227_A0_mapping_29225.json
2,6,6,3,0,0,0,mapping_29685,possible_mappings_2016/160810_5/M2_R6_6_B3_J0_G0_232227_A0_mapping_29685.json
2,5,6,2,0,1,0,mapping_29724,possible_mappings_2016/160810_5/M2_R5_6_B2_J0_G1_232227_A0_mapping_29724.json
3,6,6,3,0,0,0,mapping_55,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G0_232227_A0_mapping_55.json
3,6,6,3,0,1,0,mapping_170,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232228_A0_mapping_170.json
3,5,6,3,0,2,0,mapping_253,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G2_232228_A0_mapping_253.json
3,6,6,2,0,2,0,mapping_334,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G2_232228_A0_mapping_334.json
3,6,6,1,0,3,0,mapping_406,possible_mappings_2016/160810_5/M3_R6_6_B1_J0_G3_232228_A0_mapping_406.json
3,6,6,2,0,1,0,mapping_500,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G1_232228_A0_mapping_500.json
3,5,6,3,0,1,0,mapping_537,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G1_232228_A0_mapping_537.json
3,6,6,3,0,1,0,mapping_678,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232228_A0_mapping_678.json
3,6,6,2,0,2,0,mapping_793,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G2_232228_A0_mapping_793.json
3,6,6,2,0,1,0,mapping_1018,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G1_232229_A0_mapping_1018.json
3,6,6,3,0,1,0,mapping_1053,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232229_A0_mapping_1053.json
3,6,6,3,0,1,0,mapping_1306,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232229_A0_mapping_1306.json
3,6,6,3,0,0,0,mapping_1356,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G0_232229_A0_mapping_1356.json
3,6,6,3,0,2,0,mapping_1510,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G2_232229_A0_mapping_1510.json
3,6,6,3,0,2,0,mapping_1797,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G2_232230_A0_mapping_1797.json
3,5,6,3,0,1,0,mapping_1958,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G1_232230_A0_mapping_1958.json
3,6,6,3,0,2,0,mapping_2228,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G2_232230_A0_mapping_2228.json
3,6,6,1,0,3,0,mapping_2264,possible_mappings_2016/160810_5/M3_R6_6_B1_J0_G3_232230_A0_mapping_2264.json
3,6,6,1,0,1,0,mapping_2270,possible_mappings_2016/160810_5/M3_R6_6_B1_J0_G1_232230_A0_mapping_2270.json
3,6,6,2,0,1,0,mapping_2435,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G1_232230_A0_mapping_2435.json
3,6,6,2,0,2,0,mapping_2459,possible_mappings_2016/160810_5/M3_R6_6_B2_J0_G2_232230_A0_mapping_2459.json
3,6,6,3,0,1,0,mapping_2679,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232231_A0_mapping_2679.json
3,6,6,3,0,1,0,mapping_2694,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G1_232231_A0_mapping_2694.json
3,5,6,3,0,1,0,mapping_3077,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G1_232231_A0_mapping_3077.json
3,5,6,3,0,1,0,mapping_3204,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G1_232231_A0_mapping_3204.json
3,6,6,1,0,3,0,mapping_3224,possible_mappings_2016/160810_5/M3_R6_6_B1_J0_G3_232231_A0_mapping_3224.json
3,6,6,3,0,2,0,mapping_3295,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G2_232231_A0_mapping_3295.json
3,6,6,3,0,3,0,mapping_3361,possible_mappings_2016/160810_5/M3_R6_6_B3_J0_G3_232231_A0_mapping_3361.json
3,6,6,1,0,2,0,mapping_3385,possible_mappings_2016/160810_5/M3_R6_6_B1_J0_G2_232231_A0_mapping_3385.json
3,5,6,3,0,1,0,mapping_3739,possible_mappings_2016/160810_5/M3_R5_6_B3_J0_G1_232232_A0_mapping_3739.json
