module,distinct_receivernodes,recievers_overall,bars_remaining,jumps,groundnode_utilization,num_alternative_startnodes,mapping_name,filenamestr
4,6,6,3,0,1,0,mapping_3471,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232307_A0_mapping_3471.json
4,6,6,3,0,1,0,mapping_3577,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232307_A0_mapping_3577.json
4,6,6,3,0,1,0,mapping_3695,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232307_A0_mapping_3695.json
4,6,6,2,0,3,0,mapping_3798,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G3_232307_A0_mapping_3798.json
4,6,6,3,0,2,0,mapping_3928,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232307_A0_mapping_3928.json
4,5,6,2,0,2,0,mapping_4243,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232308_A0_mapping_4243.json
4,5,6,2,0,2,0,mapping_4273,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232308_A0_mapping_4273.json
4,5,6,3,0,1,0,mapping_4366,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232308_A0_mapping_4366.json
4,6,6,3,0,2,0,mapping_4380,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232308_A0_mapping_4380.json
4,6,6,3,0,2,0,mapping_4425,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232308_A0_mapping_4425.json
4,6,6,1,0,1,0,mapping_4460,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232308_A0_mapping_4460.json
4,6,6,3,0,1,0,mapping_4558,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232308_A0_mapping_4558.json
4,6,6,3,0,2,0,mapping_4632,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232308_A0_mapping_4632.json
4,6,6,2,0,0,0,mapping_4635,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232308_A0_mapping_4635.json
4,5,6,3,0,1,0,mapping_4738,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232308_A0_mapping_4738.json
4,6,6,3,0,3,0,mapping_5009,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232309_A0_mapping_5009.json
4,6,6,3,0,2,0,mapping_5103,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232309_A0_mapping_5103.json
4,5,6,3,0,2,0,mapping_5181,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232309_A0_mapping_5181.json
4,6,6,2,0,2,0,mapping_5185,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232309_A0_mapping_5185.json
4,6,6,2,0,1,0,mapping_5199,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232309_A0_mapping_5199.json
4,6,6,2,0,2,0,mapping_5223,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232309_A0_mapping_5223.json
4,6,6,2,0,3,0,mapping_5500,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G3_232309_A0_mapping_5500.json
4,6,6,3,0,1,0,mapping_5507,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232309_A0_mapping_5507.json
4,5,6,2,0,1,0,mapping_5529,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232309_A0_mapping_5529.json
4,5,6,2,0,1,0,mapping_5607,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232309_A0_mapping_5607.json
4,6,6,3,0,2,0,mapping_5802,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232310_A0_mapping_5802.json
4,6,6,3,0,1,0,mapping_5930,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232310_A0_mapping_5930.json
4,6,6,3,0,1,0,mapping_6097,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232310_A0_mapping_6097.json
4,6,6,2,0,2,0,mapping_6212,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232310_A0_mapping_6212.json
4,5,6,3,0,2,0,mapping_6260,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232310_A0_mapping_6260.json
4,6,6,2,0,2,0,mapping_6272,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232310_A0_mapping_6272.json
4,5,6,3,0,1,0,mapping_6435,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232310_A0_mapping_6435.json
4,5,6,3,0,1,0,mapping_6449,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232310_A0_mapping_6449.json
4,5,6,1,0,3,0,mapping_6558,possible_mappings_2016/160810_5/M4_R5_6_B1_J0_G3_232311_A0_mapping_6558.json
4,6,6,3,0,1,0,mapping_6726,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232311_A0_mapping_6726.json
4,5,6,1,0,1,0,mapping_6762,possible_mappings_2016/160810_5/M4_R5_6_B1_J0_G1_232311_A0_mapping_6762.json
4,6,6,3,0,1,0,mapping_6811,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232311_A0_mapping_6811.json
4,6,6,2,0,1,0,mapping_7075,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232311_A0_mapping_7075.json
4,6,6,1,0,1,0,mapping_7111,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232311_A0_mapping_7111.json
4,5,6,2,0,2,0,mapping_7218,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232311_A0_mapping_7218.json
4,6,6,3,0,2,0,mapping_7310,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232311_A0_mapping_7310.json
4,6,6,2,0,2,0,mapping_7365,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232312_A0_mapping_7365.json
4,5,6,3,0,2,0,mapping_7431,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232312_A0_mapping_7431.json
4,6,6,3,0,2,0,mapping_7583,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232312_A0_mapping_7583.json
4,6,6,2,0,1,0,mapping_7846,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232312_A0_mapping_7846.json
4,5,6,2,0,1,0,mapping_8189,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232313_A0_mapping_8189.json
4,6,6,2,0,2,0,mapping_8267,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232313_A0_mapping_8267.json
4,6,6,2,0,1,0,mapping_8292,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232313_A0_mapping_8292.json
4,6,6,1,0,1,0,mapping_8311,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232313_A0_mapping_8311.json
4,6,6,0,0,3,0,mapping_8396,possible_mappings_2016/160810_5/M4_R6_6_B0_J0_G3_232313_A0_mapping_8396.json
4,6,6,3,0,2,0,mapping_8407,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232313_A0_mapping_8407.json
4,5,6,2,0,2,0,mapping_8409,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232313_A0_mapping_8409.json
4,6,6,2,0,2,0,mapping_8484,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232313_A0_mapping_8484.json
4,5,6,3,0,1,0,mapping_8486,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232313_A0_mapping_8486.json
4,6,6,3,0,1,0,mapping_8520,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232313_A0_mapping_8520.json
4,6,6,1,0,1,0,mapping_8595,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232313_A0_mapping_8595.json
4,6,6,3,0,1,0,mapping_8635,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232313_A0_mapping_8635.json
4,5,6,3,0,1,0,mapping_8852,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232313_A0_mapping_8852.json
4,5,6,2,0,1,0,mapping_8860,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232313_A0_mapping_8860.json
4,6,6,1,0,2,0,mapping_8939,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G2_232314_A0_mapping_8939.json
4,6,6,3,0,2,0,mapping_8940,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232314_A0_mapping_8940.json
4,6,6,3,0,2,0,mapping_8991,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232314_A0_mapping_8991.json
4,6,6,2,0,1,0,mapping_9041,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232314_A0_mapping_9041.json
4,5,6,2,0,1,0,mapping_9047,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232314_A0_mapping_9047.json
4,6,6,3,0,0,0,mapping_9116,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232314_A0_mapping_9116.json
4,6,6,3,0,1,0,mapping_9209,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232314_A0_mapping_9209.json
4,6,6,3,0,2,0,mapping_9249,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232314_A0_mapping_9249.json
4,6,6,3,0,2,0,mapping_9386,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232314_A0_mapping_9386.json
4,6,6,3,0,2,0,mapping_9454,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232314_A0_mapping_9454.json
4,5,6,2,0,2,0,mapping_9530,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232314_A0_mapping_9530.json
4,5,6,3,0,1,0,mapping_9604,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232314_A0_mapping_9604.json
4,5,6,3,0,1,0,mapping_9610,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232314_A0_mapping_9610.json
4,5,6,3,0,0,0,mapping_9617,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G0_232314_A0_mapping_9617.json
4,6,6,2,0,2,0,mapping_9641,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232314_A0_mapping_9641.json
4,5,6,3,0,1,0,mapping_9765,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232315_A0_mapping_9765.json
4,5,6,3,0,2,0,mapping_9804,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232315_A0_mapping_9804.json
4,6,6,2,0,1,0,mapping_9865,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232315_A0_mapping_9865.json
4,6,6,2,0,1,0,mapping_9904,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232315_A0_mapping_9904.json
4,6,6,3,0,2,0,mapping_9909,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232315_A0_mapping_9909.json
4,6,6,3,0,1,0,mapping_9959,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232315_A0_mapping_9959.json
4,5,6,2,0,3,0,mapping_10085,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G3_232315_A0_mapping_10085.json
4,5,6,3,0,2,0,mapping_10090,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232315_A0_mapping_10090.json
4,6,6,3,0,1,0,mapping_10161,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232315_A0_mapping_10161.json
4,6,6,3,0,1,0,mapping_10191,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232315_A0_mapping_10191.json
4,6,6,3,0,2,0,mapping_10248,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232315_A0_mapping_10248.json
4,6,6,3,0,2,0,mapping_10334,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232315_A0_mapping_10334.json
4,6,6,2,0,2,0,mapping_10474,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232315_A0_mapping_10474.json
4,5,6,2,0,1,0,mapping_10576,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232316_A0_mapping_10576.json
4,6,6,0,0,0,0,mapping_11048,possible_mappings_2016/160810_5/M4_R6_6_B0_J0_G0_232316_A0_mapping_11048.json
4,6,6,2,0,2,0,mapping_11209,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232316_A0_mapping_11209.json
4,6,6,1,0,0,0,mapping_11391,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G0_232317_A0_mapping_11391.json
4,6,6,2,0,2,0,mapping_11396,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232317_A0_mapping_11396.json
4,6,6,2,0,2,0,mapping_11409,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232317_A0_mapping_11409.json
4,6,6,2,0,2,0,mapping_11614,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232317_A0_mapping_11614.json
4,6,6,2,0,1,0,mapping_11821,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232317_A0_mapping_11821.json
4,6,6,2,0,1,0,mapping_12089,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232317_A0_mapping_12089.json
4,6,6,3,0,1,0,mapping_12104,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232317_A0_mapping_12104.json
4,6,6,2,0,3,0,mapping_12144,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G3_232318_A0_mapping_12144.json
4,6,6,1,0,1,0,mapping_12176,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232318_A0_mapping_12176.json
4,6,6,2,0,1,0,mapping_12347,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232318_A0_mapping_12347.json
4,5,6,1,0,2,0,mapping_12436,possible_mappings_2016/160810_5/M4_R5_6_B1_J0_G2_232318_A0_mapping_12436.json
4,6,6,3,0,3,0,mapping_12535,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232318_A0_mapping_12535.json
4,5,6,3,0,2,0,mapping_12678,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232318_A0_mapping_12678.json
4,6,6,3,0,3,0,mapping_12817,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232318_A0_mapping_12817.json
4,6,6,3,0,1,0,mapping_12912,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232318_A0_mapping_12912.json
4,6,6,3,0,2,0,mapping_12916,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232319_A0_mapping_12916.json
4,6,6,3,0,2,0,mapping_12952,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232319_A0_mapping_12952.json
4,6,6,3,0,2,0,mapping_13124,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232319_A0_mapping_13124.json
4,6,6,2,0,0,0,mapping_13253,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232319_A0_mapping_13253.json
4,6,6,3,0,2,0,mapping_13361,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232319_A0_mapping_13361.json
4,6,6,3,0,1,0,mapping_13526,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232319_A0_mapping_13526.json
4,6,6,3,0,2,0,mapping_13715,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232320_A0_mapping_13715.json
4,6,6,2,0,2,0,mapping_13753,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232320_A0_mapping_13753.json
4,6,6,3,0,3,0,mapping_13844,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232320_A0_mapping_13844.json
4,6,6,2,0,0,0,mapping_13965,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232320_A0_mapping_13965.json
4,5,6,3,0,2,0,mapping_13976,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232320_A0_mapping_13976.json
4,6,6,3,0,2,0,mapping_14005,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232320_A0_mapping_14005.json
4,6,6,3,0,2,0,mapping_14019,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232320_A0_mapping_14019.json
4,6,6,3,0,1,0,mapping_14139,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232320_A0_mapping_14139.json
4,6,6,3,0,0,0,mapping_14299,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232320_A0_mapping_14299.json
4,6,6,3,0,1,0,mapping_14321,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232320_A0_mapping_14321.json
4,6,6,2,0,2,0,mapping_14707,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232321_A0_mapping_14707.json
4,5,6,2,0,2,0,mapping_14709,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G2_232321_A0_mapping_14709.json
4,6,6,3,0,1,0,mapping_14742,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232321_A0_mapping_14742.json
4,6,6,3,0,1,0,mapping_15054,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232321_A0_mapping_15054.json
4,6,6,3,0,2,0,mapping_15143,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232321_A0_mapping_15143.json
4,6,6,3,0,1,0,mapping_15290,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232322_A0_mapping_15290.json
4,6,6,3,0,2,0,mapping_15316,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232322_A0_mapping_15316.json
4,6,6,3,0,0,0,mapping_15417,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232322_A0_mapping_15417.json
4,6,6,0,0,3,0,mapping_15497,possible_mappings_2016/160810_5/M4_R6_6_B0_J0_G3_232322_A0_mapping_15497.json
4,6,6,2,0,0,0,mapping_15549,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232322_A0_mapping_15549.json
4,5,6,3,0,1,0,mapping_15830,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232322_A0_mapping_15830.json
4,6,6,2,0,0,0,mapping_15922,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232322_A0_mapping_15922.json
4,6,6,2,0,2,0,mapping_16086,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232323_A0_mapping_16086.json
4,6,6,1,0,0,0,mapping_16127,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G0_232323_A0_mapping_16127.json
4,6,6,3,0,3,0,mapping_16140,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232323_A0_mapping_16140.json
4,6,6,3,0,2,0,mapping_16307,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232323_A0_mapping_16307.json
4,6,6,2,0,1,0,mapping_16316,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232323_A0_mapping_16316.json
4,6,6,2,0,0,0,mapping_16320,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G0_232323_A0_mapping_16320.json
4,6,6,3,0,0,0,mapping_16571,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232323_A0_mapping_16571.json
4,6,6,3,0,1,0,mapping_16590,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232323_A0_mapping_16590.json
4,6,6,0,0,2,0,mapping_16642,possible_mappings_2016/160810_5/M4_R6_6_B0_J0_G2_232323_A0_mapping_16642.json
4,6,6,2,0,1,0,mapping_16652,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232323_A0_mapping_16652.json
4,6,6,3,0,1,0,mapping_16661,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232323_A0_mapping_16661.json
4,6,6,3,0,1,0,mapping_16710,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232323_A0_mapping_16710.json
4,6,6,2,0,1,0,mapping_16865,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232323_A0_mapping_16865.json
4,6,6,3,0,1,0,mapping_17019,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232324_A0_mapping_17019.json
4,6,6,3,0,1,0,mapping_17132,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232324_A0_mapping_17132.json
4,5,6,3,0,0,0,mapping_17144,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G0_232324_A0_mapping_17144.json
4,6,6,3,0,1,0,mapping_17242,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232324_A0_mapping_17242.json
4,6,6,3,0,1,0,mapping_17368,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232324_A0_mapping_17368.json
4,6,6,2,0,2,0,mapping_17526,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232324_A0_mapping_17526.json
4,6,6,3,0,3,0,mapping_17591,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232324_A0_mapping_17591.json
4,6,6,2,0,1,0,mapping_17675,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232324_A0_mapping_17675.json
4,6,6,3,0,1,0,mapping_17858,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232325_A0_mapping_17858.json
4,6,6,2,0,3,0,mapping_18300,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G3_232325_A0_mapping_18300.json
4,6,6,3,0,3,0,mapping_18600,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232326_A0_mapping_18600.json
4,6,6,3,0,0,0,mapping_18715,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232326_A0_mapping_18715.json
4,6,6,3,0,1,0,mapping_18904,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232326_A0_mapping_18904.json
4,6,6,3,0,2,0,mapping_18956,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232326_A0_mapping_18956.json
4,5,6,3,0,0,0,mapping_18986,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G0_232326_A0_mapping_18986.json
4,6,6,1,0,1,0,mapping_19124,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232326_A0_mapping_19124.json
4,6,6,2,0,1,0,mapping_19297,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232327_A0_mapping_19297.json
4,6,6,1,0,0,0,mapping_19328,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G0_232327_A0_mapping_19328.json
4,6,6,3,0,2,0,mapping_19403,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232327_A0_mapping_19403.json
4,6,6,3,0,2,0,mapping_19528,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232327_A0_mapping_19528.json
4,6,6,3,0,1,0,mapping_19611,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232327_A0_mapping_19611.json
4,6,6,3,0,2,0,mapping_19651,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232327_A0_mapping_19651.json
4,6,6,3,0,3,0,mapping_19818,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232327_A0_mapping_19818.json
4,6,6,3,0,1,0,mapping_19831,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232327_A0_mapping_19831.json
4,5,6,3,0,2,0,mapping_20034,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232327_A0_mapping_20034.json
4,5,6,2,0,1,0,mapping_20171,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232328_A0_mapping_20171.json
4,5,6,3,0,2,0,mapping_20177,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232328_A0_mapping_20177.json
4,5,6,3,0,2,0,mapping_20187,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232328_A0_mapping_20187.json
4,6,6,3,0,3,0,mapping_20207,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G3_232328_A0_mapping_20207.json
4,6,6,2,0,1,0,mapping_20330,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232328_A0_mapping_20330.json
4,6,6,2,0,2,0,mapping_20548,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232328_A0_mapping_20548.json
4,6,6,2,0,3,0,mapping_20578,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G3_232328_A0_mapping_20578.json
4,6,6,3,0,2,0,mapping_20612,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232328_A0_mapping_20612.json
4,5,6,3,0,2,0,mapping_20682,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232328_A0_mapping_20682.json
4,5,6,3,0,1,0,mapping_20734,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232328_A0_mapping_20734.json
4,6,6,2,0,2,0,mapping_20829,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232328_A0_mapping_20829.json
4,6,6,3,0,2,0,mapping_20878,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232329_A0_mapping_20878.json
4,6,6,3,0,1,0,mapping_21002,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G1_232329_A0_mapping_21002.json
4,6,6,3,0,0,0,mapping_21051,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G0_232329_A0_mapping_21051.json
4,5,6,1,0,2,0,mapping_21086,possible_mappings_2016/160810_5/M4_R5_6_B1_J0_G2_232329_A0_mapping_21086.json
4,6,6,2,0,2,0,mapping_21123,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232329_A0_mapping_21123.json
4,6,6,2,0,1,0,mapping_21128,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232329_A0_mapping_21128.json
4,6,6,3,0,2,0,mapping_21261,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232329_A0_mapping_21261.json
4,5,6,3,0,2,0,mapping_21351,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G2_232329_A0_mapping_21351.json
4,4,6,2,0,0,0,mapping_21550,possible_mappings_2016/160810_5/M4_R4_6_B2_J0_G0_232329_A0_mapping_21550.json
4,3,6,3,0,0,0,mapping_21556,possible_mappings_2016/160810_5/M4_R3_6_B3_J0_G0_232329_A0_mapping_21556.json
4,6,6,1,0,1,0,mapping_21622,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232329_A0_mapping_21622.json
4,6,6,2,0,2,0,mapping_21743,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G2_232330_A0_mapping_21743.json
4,5,6,0,0,1,0,mapping_22117,possible_mappings_2016/160810_5/M4_R5_6_B0_J0_G1_232330_A0_mapping_22117.json
4,6,6,3,0,2,0,mapping_22137,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232330_A0_mapping_22137.json
4,5,6,3,0,1,0,mapping_22153,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G1_232330_A0_mapping_22153.json
4,6,6,3,0,2,0,mapping_22194,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232330_A0_mapping_22194.json
4,5,6,2,0,1,0,mapping_22195,possible_mappings_2016/160810_5/M4_R5_6_B2_J0_G1_232330_A0_mapping_22195.json
4,6,6,1,0,1,0,mapping_22337,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G1_232330_A0_mapping_22337.json
4,5,6,3,0,0,0,mapping_22418,possible_mappings_2016/160810_5/M4_R5_6_B3_J0_G0_232330_A0_mapping_22418.json
4,6,6,2,0,1,0,mapping_22610,possible_mappings_2016/160810_5/M4_R6_6_B2_J0_G1_232331_A0_mapping_22610.json
4,6,6,3,0,2,0,mapping_22754,possible_mappings_2016/160810_5/M4_R6_6_B3_J0_G2_232331_A0_mapping_22754.json
4,6,6,1,0,2,0,mapping_22778,possible_mappings_2016/160810_5/M4_R6_6_B1_J0_G2_232331_A0_mapping_22778.json
