Pixel_i,Module1,Module2,Inner_Outer,Left_Right_Mid,Node1,Node2,X,Y,Z,Strip
899,14,14,outer,mid,EVE,IRE,44.54047401057634,32.706971538898756,82.81191636963614,6
900,14,14,outer,mid,EVE,IRE,43.88806194814514,32.77580037150184,82.79859207525435,6
901,14,14,outer,mid,EVE,IRE,43.23564988571395,32.84462920410492,82.78526778087256,6
902,14,14,outer,mid,EVE,IRE,42.58323782328275,32.913458036708,82.77194348649077,6
903,14,14,outer,mid,EVE,IRE,41.930825760851555,32.98228686931108,82.75861919210898,6
904,14,14,outer,mid,EVE,IRE,41.27841369842036,33.05111570191416,82.74529489772719,6
905,14,14,outer,mid,EVE,IRE,40.62600163598916,33.119944534517245,82.7319706033454,6
906,14,14,outer,mid,EVE,IRE,39.973589573557966,33.188773367120326,82.71864630896361,6
907,14,14,outer,mid,EVE,IRE,39.32117751112677,33.25760219972341,82.70532201458182,6
908,14,14,outer,mid,EVE,IRE,38.668765448695574,33.32643103232649,82.69199772020004,6
909,14,14,outer,mid,EVE,IRE,38.01635338626438,33.39525986492957,82.67867342581825,6
910,14,14,outer,mid,EVE,IRE,37.36394132383318,33.46408869753265,82.66534913143646,6
911,14,14,outer,mid,EVE,IRE,36.711529261401985,33.532917530135734,82.65202483705467,6
912,14,14,outer,mid,EVE,IRE,36.05911719897079,33.601746362738815,82.63870054267288,6
913,14,14,outer,mid,EVE,IRE,35.40670513653959,33.6705751953419,82.62537624829109,6
914,14,14,outer,mid,EVE,IRE,34.754293074108396,33.73940402794498,82.6120519539093,6
915,14,14,outer,mid,EVE,IRE,34.1018810116772,33.80823286054806,82.59872765952751,6
916,14,14,outer,mid,EVE,IRE,33.449468949246004,33.87706169315114,82.58540336514572,6
917,14,14,outer,mid,EVE,IRE,32.79705688681481,33.94589052575422,82.57207907076393,6
918,14,14,outer,mid,EVE,IRE,32.14464482438361,34.014719358357304,82.55875477638214,6
919,14,14,outer,mid,EVE,IRE,31.492232761952415,34.083548190960386,82.54543048200036,6
920,14,14,outer,mid,EVE,IRE,30.83982069952122,34.15237702356347,82.53210618761857,6
921,14,14,outer,mid,EVE,IRE,30.187408637090023,34.22120585616655,82.51878189323678,6
922,14,14,outer,mid,EVE,IRE,29.534996574658827,34.29003468876963,82.50545759885499,6
923,14,14,outer,mid,EVE,IRE,28.88258451222763,34.35886352137271,82.4921333044732,6
924,14,14,outer,mid,EVE,IRE,28.230172449796434,34.42769235397579,82.47880901009141,6
925,14,14,outer,mid,EVE,IRE,27.577760387365238,34.496521186578875,82.46548471570962,6
926,14,14,outer,mid,EVE,IRE,26.925348324934042,34.565350019181956,82.45216042132783,6
927,14,14,outer,mid,EVE,IRE,26.272936262502846,34.63417885178504,82.43883612694604,6
